batch_id,tile_id,print_id,saturated,latency_ms,timestamp
0,0,SI266220200309225433,0,0,2025-07-06T08:16:26.590501318Z
1,1,SI266220200309225433,0,0,2025-07-06T08:16:26.591850190Z
7,7,SI266220200309225433,4555,0,2025-07-06T08:16:26.596754073Z
10,10,SI266220200309225433,787,0,2025-07-06T08:16:26.638097055Z
3,3,SI266220200309225433,5639,0,2025-07-06T08:16:26.593665295Z
2,2,SI266220200309225433,0,0,2025-07-06T08:16:26.592510927Z
4,4,SI266220200309225433,668,0,2025-07-06T08:16:26.594265254Z
12,12,SI266220200309225433,5,0,2025-07-06T08:16:26.665272848Z
11,11,SI266220200309225433,0,0,2025-07-06T08:16:26.638714307Z
13,13,SI266220200309225433,0,0,2025-07-06T08:16:26.666260997Z
25,9,SI266220200309225433,0,0,2025-07-06T08:16:26.763359814Z
9,9,SI266220200309225433,1712,0,2025-07-06T08:16:26.616035819Z
8,8,SI266220200309225433,0,0,2025-07-06T08:16:26.597401513Z
22,6,SI266220200309225433,0,0,2025-07-06T08:16:26.731969315Z
6,6,SI266220200309225433,0,0,2025-07-06T08:16:26.595968723Z
5,5,SI266220200309225433,0,0,2025-07-06T08:16:26.594721938Z
19,3,SI266220200309225433,348,0,2025-07-06T08:16:26.706694152Z
15,15,SI266220200309225433,0,0,2025-07-06T08:16:26.667323904Z
14,14,SI266220200309225433,0,0,2025-07-06T08:16:26.666754958Z
16,0,SI266220200309225433,0,0,2025-07-06T08:16:26.667666427Z
24,8,SI266220200309225433,0,0,2025-07-06T08:16:26.762358965Z
23,7,SI266220200309225433,298,0,2025-07-06T08:16:26.761640062Z
37,5,SI266220200309225433,0,0,2025-07-06T08:16:26.857568533Z
18,2,SI266220200309225433,0,0,2025-07-06T08:16:26.706030684Z
17,1,SI266220200309225433,0,0,2025-07-06T08:16:26.668130575Z
31,15,SI266220200309225433,0,0,2025-07-06T08:16:26.838877200Z
28,12,SI266220200309225433,0,0,2025-07-06T08:16:26.787554340Z
21,5,SI266220200309225433,0,0,2025-07-06T08:16:26.707988236Z
20,4,SI266220200309225433,0,0,2025-07-06T08:16:26.707289508Z
34,2,SI266220200309225433,0,0,2025-07-06T08:16:26.841905053Z
36,4,SI266220200309225433,0,0,2025-07-06T08:16:26.856926689Z
35,3,SI266220200309225433,1253,0,2025-07-06T08:16:26.853995690Z
30,14,SI266220200309225433,0,0,2025-07-06T08:16:26.789153511Z
29,13,SI266220200309225433,0,0,2025-07-06T08:16:26.788352802Z
27,11,SI266220200309225433,0,0,2025-07-06T08:16:26.786628127Z
26,10,SI266220200309225433,0,0,2025-07-06T08:16:26.764395749Z
40,8,SI266220200309225433,0,0,2025-07-06T08:16:26.886404185Z
33,1,SI266220200309225433,0,0,2025-07-06T08:16:26.840616192Z
32,0,SI266220200309225433,0,0,2025-07-06T08:16:26.839701774Z
43,11,SI266220200309225433,0,0,2025-07-06T08:16:26.990592820Z
39,7,SI266220200309225433,113,0,2025-07-06T08:16:26.885832129Z
38,6,SI266220200309225433,0,0,2025-07-06T08:16:26.867228727Z
42,10,SI266220200309225433,0,0,2025-07-06T08:16:26.913231711Z
41,9,SI266220200309225433,0,0,2025-07-06T08:16:26.888111530Z
45,13,SI266220200309225433,0,0,2025-07-06T08:16:26.991604661Z
46,14,SI266220200309225433,0,0,2025-07-06T08:16:27.021342442Z
48,0,SI266220200309225433,0,0,2025-07-06T08:16:27.075833127Z
47,15,SI266220200309225433,0,0,2025-07-06T08:16:27.075167016Z
49,1,SI266220200309225433,0,0,2025-07-06T08:16:27.076543893Z
51,3,SI266220200309225433,6667,0,2025-07-06T08:16:27.102518007Z
52,4,SI266220200309225433,0,0,2025-07-06T08:16:27.199738624Z
44,12,SI266220200309225433,0,0,2025-07-06T08:16:26.991063627Z
53,5,SI266220200309225433,129,0,2025-07-06T08:16:27.200855344Z
50,2,SI266220200309225433,77,0,2025-07-06T08:16:27.101539137Z
61,13,SI266220200309225433,0,0,2025-07-06T08:16:27.460422318Z
54,6,SI266220200309225433,0,0,2025-07-06T08:16:27.213842809Z
55,7,SI266220200309225433,2895,0,2025-07-06T08:16:27.215214483Z
56,8,SI266220200309225433,0,0,2025-07-06T08:16:27.225846241Z
58,10,SI266220200309225433,4,0,2025-07-06T08:16:27.401536485Z
60,12,SI266220200309225433,0,0,2025-07-06T08:16:27.459775306Z
59,11,SI266220200309225433,0,0,2025-07-06T08:16:27.402376343Z
65,1,SI266220200309225433,0,0,2025-07-06T08:16:27.462750207Z
62,14,SI266220200309225433,0,0,2025-07-06T08:16:27.460979898Z
64,0,SI266220200309225433,0,0,2025-07-06T08:16:27.462191728Z
57,9,SI266220200309225433,358,0,2025-07-06T08:16:27.291105522Z
73,9,SI266220200309225433,0,0,2025-07-06T08:16:27.631582704Z
66,2,SI266220200309225433,0,0,2025-07-06T08:16:27.473691193Z
67,3,SI266220200309225433,268,0,2025-07-06T08:16:27.474471875Z
63,15,SI266220200309225433,0,0,2025-07-06T08:16:27.461596937Z
69,5,SI266220200309225433,0,0,2025-07-06T08:16:27.475891844Z
68,4,SI266220200309225433,0,0,2025-07-06T08:16:27.475219522Z
70,6,SI266220200309225433,0,0,2025-07-06T08:16:27.536237565Z
72,8,SI266220200309225433,0,0,2025-07-06T08:16:27.630666151Z
71,7,SI266220200309225433,91,0,2025-07-06T08:16:27.612115726Z
79,15,SI266220200309225433,0,0,2025-07-06T08:16:27.719947965Z
75,11,SI266220200309225433,0,0,2025-07-06T08:16:27.675336070Z
76,12,SI266220200309225433,0,0,2025-07-06T08:16:27.675876869Z
82,2,SI266220200309225433,0,0,2025-07-06T08:16:27.722725781Z
83,3,SI266220200309225433,396,0,2025-07-06T08:16:27.744858201Z
85,5,SI266220200309225433,0,0,2025-07-06T08:16:27.781529372Z
78,14,SI266220200309225433,0,0,2025-07-06T08:16:27.676968533Z
77,13,SI266220200309225433,0,0,2025-07-06T08:16:27.676501206Z
74,10,SI266220200309225433,0,0,2025-07-06T08:16:27.633006160Z
88,8,SI266220200309225433,0,0,2025-07-06T08:16:27.824581394Z
81,1,SI266220200309225433,0,0,2025-07-06T08:16:27.721804204Z
80,0,SI266220200309225433,0,0,2025-07-06T08:16:27.721062906Z
84,4,SI266220200309225433,0,0,2025-07-06T08:16:27.780417842Z
97,1,SI266220200309225433,0,0,2025-07-06T08:16:27.932056493Z
89,9,SI266220200309225433,0,0,2025-07-06T08:16:27.831137009Z
91,11,SI266220200309225433,0,0,2025-07-06T08:16:27.887406804Z
90,10,SI266220200309225433,0,0,2025-07-06T08:16:27.832323737Z
87,7,SI266220200309225433,727,0,2025-07-06T08:16:27.823422015Z
86,6,SI266220200309225433,0,0,2025-07-06T08:16:27.791651811Z
94,14,SI266220200309225433,0,0,2025-07-06T08:16:27.931003736Z
96,0,SI266220200309225433,0,0,2025-07-06T08:16:27.931715438Z
95,15,SI266220200309225433,0,0,2025-07-06T08:16:27.931374996Z
102,6,SI266220200309225433,0,0,2025-07-06T08:16:27.978788555Z
101,5,SI266220200309225433,0,0,2025-07-06T08:16:27.977874827Z
103,7,SI266220200309225433,3084,0,2025-07-06T08:16:27.979467019Z
99,3,SI266220200309225433,7571,0,2025-07-06T08:16:27.942393984Z
98,2,SI266220200309225433,0,0,2025-07-06T08:16:27.941917698Z
100,4,SI266220200309225433,0,0,2025-07-06T08:16:27.942799472Z
93,13,SI266220200309225433,0,0,2025-07-06T08:16:27.897480252Z
92,12,SI266220200309225433,0,0,2025-07-06T08:16:27.896803882Z
106,10,SI266220200309225433,0,0,2025-07-06T08:16:28.009515831Z
