batch_id,tile_id,print_id,saturated,latency_ms,timestamp
1,1,SI266220200309225433,0,0,2025-07-08T10:24:33.211214057Z
3,3,SI266220200309225433,5639,0,2025-07-08T10:24:33.296936608Z
2,2,SI266220200309225433,0,0,2025-07-08T10:24:33.262195945Z
6,6,SI266220200309225433,0,0,2025-07-08T10:24:33.468948713Z
0,0,SI266220200309225433,0,0,2025-07-08T10:24:32.996602204Z
4,4,SI266220200309225433,668,0,2025-07-08T10:24:33.331166469Z
5,5,SI266220200309225433,0,0,2025-07-08T10:24:33.438299405Z
7,7,SI266220200309225433,4555,0,2025-07-08T10:24:33.495663125Z
10,10,SI266220200309225433,787,0,2025-07-08T10:24:33.556250655Z
8,8,SI266220200309225433,0,0,2025-07-08T10:24:33.517502898Z
9,9,SI266220200309225433,1712,0,2025-07-08T10:24:33.540145118Z
11,11,SI266220200309225433,0,0,2025-07-08T10:24:33.585666400Z
15,15,SI266220200309225433,0,0,2025-07-08T10:24:33.651162902Z
14,14,SI266220200309225433,0,0,2025-07-08T10:24:33.629493300Z
12,12,SI266220200309225433,5,0,2025-07-08T10:24:33.599212193Z
16,0,SI266220200309225433,0,0,2025-07-08T10:24:33.674403195Z
13,13,SI266220200309225433,0,0,2025-07-08T10:24:33.613779036Z
17,1,SI266220200309225433,0,0,2025-07-08T10:24:33.694928939Z
18,2,SI266220200309225433,0,0,2025-07-08T10:24:33.705747584Z
20,4,SI266220200309225433,0,0,2025-07-08T10:24:33.745661183Z
21,5,SI266220200309225433,0,0,2025-07-08T10:24:33.764900575Z
19,3,SI266220200309225433,348,0,2025-07-08T10:24:33.728236682Z
23,7,SI266220200309225433,298,0,2025-07-08T10:24:33.806855535Z
22,6,SI266220200309225433,0,0,2025-07-08T10:24:33.796341075Z
26,10,SI266220200309225433,0,0,2025-07-08T10:24:33.849231553Z
24,8,SI266220200309225433,0,0,2025-07-08T10:24:33.820285091Z
28,12,SI266220200309225433,0,0,2025-07-08T10:24:33.888667378Z
25,9,SI266220200309225433,0,0,2025-07-08T10:24:33.834055799Z
29,13,SI266220200309225433,0,0,2025-07-08T10:24:33.903357255Z
27,11,SI266220200309225433,0,0,2025-07-08T10:24:33.867842424Z
30,14,SI266220200309225433,0,0,2025-07-08T10:24:33.916793296Z
32,0,SI266220200309225433,0,0,2025-07-08T10:24:33.943683455Z
33,1,SI266220200309225433,0,0,2025-07-08T10:24:33.958662935Z
31,15,SI266220200309225433,0,0,2025-07-08T10:24:33.930153564Z
34,2,SI266220200309225433,0,0,2025-07-08T10:24:34.143107260Z
35,3,SI266220200309225433,1253,0,2025-07-08T10:24:34.296388346Z
36,4,SI266220200309225433,0,0,2025-07-08T10:24:34.452754171Z
37,5,SI266220200309225433,0,0,2025-07-08T10:24:34.612570613Z
38,6,SI266220200309225433,0,0,2025-07-08T10:24:34.776301308Z
39,7,SI266220200309225433,113,0,2025-07-08T10:24:34.891525877Z
40,8,SI266220200309225433,0,0,2025-07-08T10:24:34.990246674Z
41,9,SI266220200309225433,0,0,2025-07-08T10:24:35.089896872Z
42,10,SI266220200309225433,0,0,2025-07-08T10:24:35.191437502Z
43,11,SI266220200309225433,0,0,2025-07-08T10:24:35.292035087Z
44,12,SI266220200309225433,0,0,2025-07-08T10:24:35.391324246Z
46,14,SI266220200309225433,0,0,2025-07-08T10:24:35.585146051Z
45,13,SI266220200309225433,0,0,2025-07-08T10:24:35.495991099Z
47,15,SI266220200309225433,0,0,2025-07-08T10:24:35.683026474Z
48,0,SI266220200309225433,0,0,2025-07-08T10:24:35.783456630Z
49,1,SI266220200309225433,0,0,2025-07-08T10:24:35.879220972Z
50,2,SI266220200309225433,77,0,2025-07-08T10:24:35.970849130Z
51,3,SI266220200309225433,6667,0,2025-07-08T10:24:36.073792654Z
52,4,SI266220200309225433,0,0,2025-07-08T10:24:36.166937381Z
53,5,SI266220200309225433,129,0,2025-07-08T10:24:36.266244411Z
54,6,SI266220200309225433,0,0,2025-07-08T10:24:36.398780433Z
55,7,SI266220200309225433,2895,0,2025-07-08T10:24:36.504968251Z
56,8,SI266220200309225433,0,0,2025-07-08T10:24:36.599018495Z
58,10,SI266220200309225433,4,0,2025-07-08T10:24:36.791692150Z
57,9,SI266220200309225433,358,0,2025-07-08T10:24:36.692230272Z
59,11,SI266220200309225433,0,0,2025-07-08T10:24:36.893933660Z
60,12,SI266220200309225433,0,0,2025-07-08T10:24:36.993835571Z
61,13,SI266220200309225433,0,0,2025-07-08T10:24:37.090967643Z
62,14,SI266220200309225433,0,0,2025-07-08T10:24:37.194370928Z
63,15,SI266220200309225433,0,0,2025-07-08T10:24:37.306852593Z
64,0,SI266220200309225433,0,0,2025-07-08T10:24:37.397469487Z
65,1,SI266220200309225433,0,0,2025-07-08T10:24:37.489917980Z
66,2,SI266220200309225433,0,0,2025-07-08T10:24:37.586691190Z
67,3,SI266220200309225433,268,0,2025-07-08T10:24:37.686494873Z
68,4,SI266220200309225433,0,0,2025-07-08T10:24:37.774365638Z
69,5,SI266220200309225433,0,0,2025-07-08T10:24:37.871886968Z
70,6,SI266220200309225433,0,0,2025-07-08T10:24:37.968537083Z
71,7,SI266220200309225433,91,0,2025-07-08T10:24:38.071211993Z
72,8,SI266220200309225433,0,0,2025-07-08T10:24:38.168672748Z
73,9,SI266220200309225433,0,0,2025-07-08T10:24:38.304473533Z
74,10,SI266220200309225433,0,0,2025-07-08T10:24:38.410296732Z
75,11,SI266220200309225433,0,0,2025-07-08T10:24:38.514295086Z
76,12,SI266220200309225433,0,0,2025-07-08T10:24:38.606043141Z
77,13,SI266220200309225433,0,0,2025-07-08T10:24:38.698293293Z
78,14,SI266220200309225433,0,0,2025-07-08T10:24:38.792378884Z
79,15,SI266220200309225433,0,0,2025-07-08T10:24:38.890464895Z
80,0,SI266220200309225433,0,0,2025-07-08T10:24:38.979020198Z
81,1,SI266220200309225433,0,0,2025-07-08T10:24:39.072215870Z
82,2,SI266220200309225433,0,0,2025-07-08T10:24:39.165078307Z
83,3,SI266220200309225433,396,0,2025-07-08T10:24:39.277519384Z
84,4,SI266220200309225433,0,0,2025-07-08T10:24:39.348104373Z
85,5,SI266220200309225433,0,0,2025-07-08T10:24:39.451075868Z
86,6,SI266220200309225433,0,0,2025-07-08T10:24:39.545429842Z
87,7,SI266220200309225433,727,0,2025-07-08T10:24:39.651005199Z
88,8,SI266220200309225433,0,0,2025-07-08T10:24:39.752738080Z
89,9,SI266220200309225433,0,0,2025-07-08T10:24:39.845958851Z
90,10,SI266220200309225433,0,0,2025-07-08T10:24:39.946307667Z
91,11,SI266220200309225433,0,0,2025-07-08T10:24:40.043577535Z
92,12,SI266220200309225433,0,0,2025-07-08T10:24:40.143188714Z
93,13,SI266220200309225433,0,0,2025-07-08T10:24:40.233500392Z
94,14,SI266220200309225433,0,0,2025-07-08T10:24:40.326898189Z
95,15,SI266220200309225433,0,0,2025-07-08T10:24:40.434092553Z
96,0,SI266220200309225433,0,0,2025-07-08T10:24:40.536101880Z
97,1,SI266220200309225433,0,0,2025-07-08T10:24:40.638741724Z
98,2,SI266220200309225433,0,0,2025-07-08T10:24:40.748680722Z
99,3,SI266220200309225433,7571,0,2025-07-08T10:24:40.868697199Z
100,4,SI266220200309225433,0,0,2025-07-08T10:24:40.979230219Z
101,5,SI266220200309225433,0,0,2025-07-08T10:24:41.099065147Z
102,6,SI266220200309225433,0,0,2025-07-08T10:24:41.230988670Z
103,7,SI266220200309225433,3084,0,2025-07-08T10:24:41.338553362Z
104,8,SI266220200309225433,0,0,2025-07-08T10:24:41.445208504Z
105,9,SI266220200309225433,6,0,2025-07-08T10:24:41.566182057Z
106,10,SI266220200309225433,0,0,2025-07-08T10:24:41.672289816Z
107,11,SI266220200309225433,0,0,2025-07-08T10:24:41.779516261Z
108,12,SI266220200309225433,0,0,2025-07-08T10:24:41.891207423Z
109,13,SI266220200309225433,0,0,2025-07-08T10:24:41.989242983Z
110,14,SI266220200309225433,0,0,2025-07-08T10:24:42.089526465Z
111,15,SI266220200309225433,0,0,2025-07-08T10:24:42.186953424Z
112,0,SI266220200309225433,0,0,2025-07-08T10:24:42.280972984Z
113,1,SI266220200309225433,0,0,2025-07-08T10:24:42.373476833Z
114,2,SI266220200309225433,0,0,2025-07-08T10:24:42.471062572Z
115,3,SI266220200309225433,1583,0,2025-07-08T10:24:42.571281098Z
