batch_id,tile_id,print_id,saturated,latency_ms,timestamp
0,0,SI266220200309225433,0,11,2025-06-27T14:31:46.126954324Z
1,1,SI266220200309225433,0,15,2025-06-27T14:31:46.127969996Z
4,4,SI266220200309225433,668,17,2025-06-27T14:31:46.129555045Z
2,2,SI266220200309225433,0,18,2025-06-27T14:31:46.128541738Z
3,3,SI266220200309225433,5639,18,2025-06-27T14:31:46.129137058Z
8,8,SI266220200309225433,0,32,2025-06-27T14:31:46.131977865Z
7,7,SI266220200309225433,4555,40,2025-06-27T14:31:46.131488954Z
5,5,SI266220200309225433,0,33,2025-06-27T14:31:46.130264091Z
6,6,SI266220200309225433,0,38,2025-06-27T14:31:46.130930124Z
10,10,SI266220200309225433,787,52,2025-06-27T14:31:46.153901402Z
11,11,SI266220200309225433,0,49,2025-06-27T14:31:46.154569564Z
12,12,SI266220200309225433,5,46,2025-06-27T14:31:46.154992183Z
9,9,SI266220200309225433,1712,71,2025-06-27T14:31:46.132379260Z
14,14,SI266220200309225433,0,125,2025-06-27T14:31:46.157974663Z
16,0,SI266220200309225433,0,54,2025-06-27T14:31:46.190354485Z
18,2,SI266220200309225433,0,101,2025-06-27T14:31:46.193346864Z
13,13,SI266220200309225433,0,147,2025-06-27T14:31:46.155505794Z
15,15,SI266220200309225433,0,90,2025-06-27T14:31:46.189624207Z
20,4,SI266220200309225433,0,71,2025-06-27T14:31:46.237130103Z
17,1,SI266220200309225433,0,121,2025-06-27T14:31:46.190929355Z
19,3,SI266220200309225433,348,121,2025-06-27T14:31:46.236311552Z
24,8,SI266220200309225433,0,26,2025-06-27T14:31:46.298802388Z
22,6,SI266220200309225433,0,26,2025-06-27T14:31:46.297426413Z
23,7,SI266220200309225433,298,74,2025-06-27T14:31:46.298265136Z
21,5,SI266220200309225433,0,107,2025-06-27T14:31:46.273585953Z
26,10,SI266220200309225433,0,74,2025-06-27T14:31:46.313137110Z
28,12,SI266220200309225433,0,12,2025-06-27T14:31:46.371127107Z
30,14,SI266220200309225433,0,32,2025-06-27T14:31:46.372754856Z
27,11,SI266220200309225433,0,29,2025-06-27T14:31:46.370398186Z
32,0,SI266220200309225433,0,32,2025-06-27T14:31:46.374836681Z
25,9,SI266220200309225433,0,96,2025-06-27T14:31:46.305970778Z
29,13,SI266220200309225433,0,85,2025-06-27T14:31:46.371917423Z
34,2,SI266220200309225433,0,28,2025-06-27T14:31:46.394744688Z
31,15,SI266220200309225433,0,81,2025-06-27T14:31:46.374057825Z
33,1,SI266220200309225433,0,88,2025-06-27T14:31:46.375591539Z
36,4,SI266220200309225433,0,61,2025-06-27T14:31:46.396077792Z
35,3,SI266220200309225433,1253,122,2025-06-27T14:31:46.395488845Z
40,8,SI266220200309225433,0,68,2025-06-27T14:31:46.454143413Z
37,5,SI266220200309225433,0,118,2025-06-27T14:31:46.401433268Z
39,7,SI266220200309225433,113,76,2025-06-27T14:31:46.453428109Z
38,6,SI266220200309225433,0,70,2025-06-27T14:31:46.452613524Z
42,10,SI266220200309225433,0,128,2025-06-27T14:31:46.460892909Z
43,11,SI266220200309225433,0,64,2025-06-27T14:31:46.514422320Z
44,12,SI266220200309225433,0,68,2025-06-27T14:31:46.515149652Z
41,9,SI266220200309225433,0,117,2025-06-27T14:31:46.460083185Z
46,14,SI266220200309225433,0,232,2025-06-27T14:31:46.516660368Z
45,13,SI266220200309225433,0,233,2025-06-27T14:31:46.515957288Z
50,2,SI266220200309225433,77,183,2025-06-27T14:31:46.580868020Z
47,15,SI266220200309225433,0,180,2025-06-27T14:31:46.570467293Z
48,0,SI266220200309225433,0,191,2025-06-27T14:31:46.571255384Z
49,1,SI266220200309225433,0,184,2025-06-27T14:31:46.579842963Z
54,6,SI266220200309225433,0,63,2025-06-27T14:31:46.758101285Z
52,4,SI266220200309225433,0,347,2025-06-27T14:31:46.582525202Z
51,3,SI266220200309225433,6667,349,2025-06-27T14:31:46.581697320Z
56,8,SI266220200309225433,0,161,2025-06-27T14:31:46.776739554Z
55,7,SI266220200309225433,2895,180,2025-06-27T14:31:46.759241082Z
58,10,SI266220200309225433,4,34,2025-06-27T14:31:46.926811297Z
