batch_id,tile_id,print_id,saturated,latency_ms,timestamp
0,0,SI266220200309225433,0,0,2025-07-06T08:18:56.943064727Z
4,4,SI266220200309225433,668,0,2025-07-06T08:18:56.945640562Z
13,13,SI266220200309225433,0,0,2025-07-06T08:18:56.949721407Z
6,6,SI266220200309225433,0,0,2025-07-06T08:18:56.946894140Z
8,8,SI266220200309225433,0,0,2025-07-06T08:18:56.947728455Z
1,1,SI266220200309225433,0,0,2025-07-06T08:18:56.943926716Z
19,3,SI266220200309225433,348,0,2025-07-06T08:18:56.970445092Z
17,1,SI266220200309225433,0,0,2025-07-06T08:18:56.952466209Z
12,12,SI266220200309225433,5,0,2025-07-06T08:18:56.949289801Z
10,10,SI266220200309225433,787,0,2025-07-06T08:18:56.948701422Z
7,7,SI266220200309225433,4555,0,2025-07-06T08:18:56.947337913Z
11,11,SI266220200309225433,0,0,2025-07-06T08:18:56.949009528Z
20,4,SI266220200309225433,0,0,2025-07-06T08:18:56.971403267Z
5,5,SI266220200309225433,0,0,2025-07-06T08:18:56.946257278Z
3,3,SI266220200309225433,5639,0,2025-07-06T08:18:56.945125917Z
26,10,SI266220200309225433,0,0,2025-07-06T08:18:57.099815140Z
24,8,SI266220200309225433,0,0,2025-07-06T08:18:57.097382299Z
9,9,SI266220200309225433,1712,0,2025-07-06T08:18:56.948209665Z
14,14,SI266220200309225433,0,0,2025-07-06T08:18:56.950451351Z
18,2,SI266220200309225433,0,0,2025-07-06T08:18:56.968872535Z
2,2,SI266220200309225433,0,0,2025-07-06T08:18:56.944537901Z
15,15,SI266220200309225433,0,0,2025-07-06T08:18:56.951087074Z
28,12,SI266220200309225433,0,0,2025-07-06T08:18:57.100671755Z
32,0,SI266220200309225433,0,0,2025-07-06T08:18:57.113943763Z
21,5,SI266220200309225433,0,0,2025-07-06T08:18:56.972749420Z
25,9,SI266220200309225433,0,0,2025-07-06T08:18:57.098808107Z
34,2,SI266220200309225433,0,0,2025-07-06T08:18:57.115536725Z
36,4,SI266220200309225433,0,0,2025-07-06T08:18:57.125767888Z
27,11,SI266220200309225433,0,0,2025-07-06T08:18:57.100283319Z
29,13,SI266220200309225433,0,0,2025-07-06T08:18:57.101187263Z
33,1,SI266220200309225433,0,0,2025-07-06T08:18:57.114813586Z
31,15,SI266220200309225433,0,0,2025-07-06T08:18:57.102348274Z
16,0,SI266220200309225433,0,0,2025-07-06T08:18:56.951710239Z
41,9,SI266220200309225433,0,0,2025-07-06T08:18:57.153138980Z
45,13,SI266220200309225433,0,0,2025-07-06T08:18:57.198248833Z
43,11,SI266220200309225433,0,0,2025-07-06T08:18:57.197140453Z
23,7,SI266220200309225433,298,0,2025-07-06T08:18:57.026142540Z
22,6,SI266220200309225433,0,0,2025-07-06T08:18:56.999568145Z
38,6,SI266220200309225433,0,0,2025-07-06T08:18:57.147090759Z
35,3,SI266220200309225433,1253,0,2025-07-06T08:18:57.116169150Z
39,7,SI266220200309225433,113,0,2025-07-06T08:18:57.147902135Z
42,10,SI266220200309225433,0,0,2025-07-06T08:18:57.196147675Z
46,14,SI266220200309225433,0,0,2025-07-06T08:18:57.270419272Z
47,15,SI266220200309225433,0,0,2025-07-06T08:18:57.270940594Z
