batch_id,tile_id,print_id,saturated,latency_ms,timestamp
1,1,SI266220200309225433,0,18,2025-06-27T14:32:33.629739280Z
0,0,SI266220200309225433,0,18,2025-06-27T14:32:33.628459045Z
5,5,SI266220200309225433,0,34,2025-06-27T14:32:33.632928749Z
2,2,SI266220200309225433,0,34,2025-06-27T14:32:33.630342591Z
3,3,SI266220200309225433,5639,44,2025-06-27T14:32:33.630962328Z
6,6,SI266220200309225433,0,37,2025-06-27T14:32:33.633757694Z
4,4,SI266220200309225433,668,37,2025-06-27T14:32:33.631797719Z
7,7,SI266220200309225433,4555,37,2025-06-27T14:32:33.653056542Z
8,8,SI266220200309225433,0,83,2025-06-27T14:32:33.654777486Z
10,10,SI266220200309225433,787,85,2025-06-27T14:32:33.656955297Z
11,11,SI266220200309225433,0,82,2025-06-27T14:32:33.657633608Z
12,12,SI266220200309225433,5,86,2025-06-27T14:32:33.658219744Z
13,13,SI266220200309225433,0,93,2025-06-27T14:32:33.659002294Z
16,0,SI266220200309225433,0,25,2025-06-27T14:32:33.732398567Z
9,9,SI266220200309225433,1712,87,2025-06-27T14:32:33.655978596Z
15,15,SI266220200309225433,0,25,2025-06-27T14:32:33.731736636Z
17,1,SI266220200309225433,0,27,2025-06-27T14:32:33.733243654Z
18,2,SI266220200309225433,0,61,2025-06-27T14:32:33.734193103Z
20,4,SI266220200309225433,0,99,2025-06-27T14:32:33.735520713Z
22,6,SI266220200309225433,0,88,2025-06-27T14:32:33.748966017Z
14,14,SI266220200309225433,0,112,2025-06-27T14:32:33.730912380Z
23,7,SI266220200309225433,298,68,2025-06-27T14:32:33.750013458Z
21,5,SI266220200309225433,0,102,2025-06-27T14:32:33.736682496Z
19,3,SI266220200309225433,348,127,2025-06-27T14:32:33.734824680Z
25,9,SI266220200309225433,0,29,2025-06-27T14:32:33.830805068Z
27,11,SI266220200309225433,0,9,2025-06-27T14:32:33.850238699Z
26,10,SI266220200309225433,0,107,2025-06-27T14:32:33.832369446Z
24,8,SI266220200309225433,0,186,2025-06-27T14:32:33.751186336Z
28,12,SI266220200309225433,0,86,2025-06-27T14:32:33.852147982Z
30,14,SI266220200309225433,0,90,2025-06-27T14:32:33.855140461Z
33,1,SI266220200309225433,0,22,2025-06-27T14:32:33.931595997Z
31,15,SI266220200309225433,0,95,2025-06-27T14:32:33.856196957Z
29,13,SI266220200309225433,0,99,2025-06-27T14:32:33.853906135Z
35,3,SI266220200309225433,1253,23,2025-06-27T14:32:33.932588384Z
32,0,SI266220200309225433,0,18,2025-06-27T14:32:33.930977032Z
36,4,SI266220200309225433,0,72,2025-06-27T14:32:33.933137995Z
34,2,SI266220200309225433,0,63,2025-06-27T14:32:33.932194439Z
40,8,SI266220200309225433,0,69,2025-06-27T14:32:33.944992904Z
38,6,SI266220200309225433,0,68,2025-06-27T14:32:33.939387854Z
43,11,SI266220200309225433,0,28,2025-06-27T14:32:34.000897560Z
48,0,SI266220200309225433,0,42,2025-06-27T14:32:34.018827163Z
41,9,SI266220200309225433,0,74,2025-06-27T14:32:33.950209199Z
39,7,SI266220200309225433,113,83,2025-06-27T14:32:33.943897252Z
45,13,SI266220200309225433,0,15,2025-06-27T14:32:34.011131209Z
37,5,SI266220200309225433,0,74,2025-06-27T14:32:33.935969405Z
42,10,SI266220200309225433,0,189,2025-06-27T14:32:33.999653695Z
46,14,SI266220200309225433,0,177,2025-06-27T14:32:34.013958741Z
53,5,SI266220200309225433,129,96,2025-06-27T14:32:34.163366804Z
51,3,SI266220200309225433,6667,181,2025-06-27T14:32:34.021535448Z
44,12,SI266220200309225433,0,183,2025-06-27T14:32:34.001746491Z
50,2,SI266220200309225433,77,152,2025-06-27T14:32:34.020704465Z
55,7,SI266220200309225433,2895,87,2025-06-27T14:32:34.182709456Z
47,15,SI266220200309225433,0,182,2025-06-27T14:32:34.014993297Z
49,1,SI266220200309225433,0,249,2025-06-27T14:32:34.019866150Z
56,8,SI266220200309225433,0,131,2025-06-27T14:32:34.261799382Z
54,6,SI266220200309225433,0,215,2025-06-27T14:32:34.181473216Z
52,4,SI266220200309225433,0,373,2025-06-27T14:32:34.022351066Z
60,12,SI266220200309225433,0,133,2025-06-27T14:32:34.265318680Z
58,10,SI266220200309225433,4,128,2025-06-27T14:32:34.264255159Z
59,11,SI266220200309225433,0,145,2025-06-27T14:32:34.264949469Z
61,13,SI266220200309225433,0,18,2025-06-27T14:32:34.388707074Z
63,15,SI266220200309225433,0,21,2025-06-27T14:32:34.390442478Z
66,2,SI266220200309225433,0,46,2025-06-27T14:32:34.392897031Z
64,0,SI266220200309225433,0,36,2025-06-27T14:32:34.391313182Z
65,1,SI266220200309225433,0,20,2025-06-27T14:32:34.391923397Z
57,9,SI266220200309225433,358,147,2025-06-27T14:32:34.263178640Z
68,4,SI266220200309225433,0,188,2025-06-27T14:32:34.402155209Z
62,14,SI266220200309225433,0,234,2025-06-27T14:32:34.389801047Z
70,6,SI266220200309225433,0,191,2025-06-27T14:32:34.404512269Z
75,11,SI266220200309225433,0,58,2025-06-27T14:32:34.591935148Z
73,9,SI266220200309225433,0,39,2025-06-27T14:32:34.588428329Z
71,7,SI266220200309225433,91,193,2025-06-27T14:32:34.418925298Z
69,5,SI266220200309225433,0,192,2025-06-27T14:32:34.403317987Z
80,0,SI266220200309225433,0,33,2025-06-27T14:32:34.627327613Z
